Fund-name,invested-firm,industry,percentage
tata-ethical-fund-direct-growth,HDFC Bank Ltd.,Financial,3.8
tata-ethical-fund-direct-growth,Shree Cement Ltd.,Construction,3.7
tata-ethical-fund-direct-growth,Carborundum Universal Ltd.,Metals & Mining,3.5
tata-ethical-fund-direct-growth,Torrent Power Ltd.,Energy,3.4
tata-ethical-fund-direct-growth,The Ramco Cements Ltd.,Construction,3.4
tata-ethical-fund-direct-growth,Ahluwalia Contracts (India) Ltd.,Construction,3.3
tata-ethical-fund-direct-growth,Tata Steel Ltd.,Metals & Mining,3.3
kotak-pioneer-fund-direct-growth,Reliance Industries Ltd.,Energy,8.6
kotak-pioneer-fund-direct-growth,Bharti Airtel Ltd.,Communication,6.4
kotak-pioneer-fund-direct-growth,Larsen & Toubro Ltd.,Construction,5.6
kotak-pioneer-fund-direct-growth,HDFC Bank Ltd.,Financial,3.8
kotak-pioneer-fund-direct-growth,Shree Cement Ltd.,Construction,3.7
kotak-pioneer-fund-direct-growth,Carborundum Universal Ltd.,Metals & Mining,3.5
kotak-pioneer-fund-direct-growth,Torrent Power Ltd.,Energy,3.4
kotak-pioneer-fund-direct-growth,The Ramco Cements Ltd.,Construction,3.4
kotak-pioneer-fund-direct-growth,Ahluwalia Contracts (India) Ltd.,Construction,3.3
kotak-pioneer-fund-direct-growth,Tata Steel Ltd.,Metals & Mining,3.3
sundaram-services-fund-direct-growth,Reliance Industries Ltd.,Energy,8.6
sundaram-services-fund-direct-growth,Bharti Airtel Ltd.,Communication,6.4
sundaram-services-fund-direct-growth,Larsen & Toubro Ltd.,Construction,5.6
sundaram-services-fund-direct-growth,HDFC Bank Ltd.,Financial,3.8
sundaram-services-fund-direct-growth,Shree Cement Ltd.,Construction,3.7
sundaram-services-fund-direct-growth,Carborundum Universal Ltd.,Metals & Mining,3.5
sundaram-services-fund-direct-growth,Torrent Power Ltd.,Energy,3.4
sundaram-services-fund-direct-growth,The Ramco Cements Ltd.,Construction,3.4
sundaram-services-fund-direct-growth,Ahluwalia Contracts (India) Ltd.,Construction,3.3
sundaram-services-fund-direct-growth,Tata Steel Ltd.,Metals & Mining,3.3
sbi-magnum-multiplier-fund-direct-growth,Reliance Industries Ltd.,Energy,8.6
sbi-magnum-multiplier-fund-direct-growth,Bharti Airtel Ltd.,Communication,6.4
sbi-magnum-multiplier-fund-direct-growth,Larsen & Toubro Ltd.,Construction,5.6
sbi-magnum-multiplier-fund-direct-growth,HDFC Bank Ltd.,Financial,3.8
sbi-magnum-multiplier-fund-direct-growth,Shree Cement Ltd.,Construction,3.7
sbi-magnum-multiplier-fund-direct-growth,Carborundum Universal Ltd.,Metals & Mining,3.5
sbi-magnum-multiplier-fund-direct-growth,Torrent Power Ltd.,Energy,3.4
sbi-magnum-multiplier-fund-direct-growth,The Ramco Cements Ltd.,Construction,3.4
sbi-magnum-multiplier-fund-direct-growth,Ahluwalia Contracts (India) Ltd.,Construction,3.3
sbi-magnum-multiplier-fund-direct-growth,Tata Steel Ltd.,Metals & Mining,3.3
icici-prudential-retirement-fund-pure-equity-plan-direct-growth,Reliance Industries Ltd.,Energy,8.6
icici-prudential-retirement-fund-pure-equity-plan-direct-growth,Bharti Airtel Ltd.,Communication,6.4
icici-prudential-retirement-fund-pure-equity-plan-direct-growth,Larsen & Toubro Ltd.,Construction,5.6
icici-prudential-retirement-fund-pure-equity-plan-direct-growth,HDFC Bank Ltd.,Financial,3.8
icici-prudential-retirement-fund-pure-equity-plan-direct-growth,Shree Cement Ltd.,Construction,3.7
icici-prudential-retirement-fund-pure-equity-plan-direct-growth,Carborundum Universal Ltd.,Metals & Mining,3.5
icici-prudential-retirement-fund-pure-equity-plan-direct-growth,Torrent Power Ltd.,Energy,3.4
icici-prudential-retirement-fund-pure-equity-plan-direct-growth,The Ramco Cements Ltd.,Construction,3.4
icici-prudential-retirement-fund-pure-equity-plan-direct-growth,Ahluwalia Contracts (India) Ltd.,Construction,3.3
icici-prudential-retirement-fund-pure-equity-plan-direct-growth,Tata Steel Ltd.,Metals & Mining,3.3
hdfc-large-cap-fund-direct-growth,Reliance Industries Ltd.,Energy,8.6
hdfc-large-cap-fund-direct-growth,Bharti Airtel Ltd.,Communication,6.4
hdfc-large-cap-fund-direct-growth,Larsen & Toubro Ltd.,Construction,5.6
hdfc-large-cap-fund-direct-growth,HDFC Bank Ltd.,Financial,3.8
hdfc-large-cap-fund-direct-growth,Shree Cement Ltd.,Construction,3.7
hdfc-large-cap-fund-direct-growth,Carborundum Universal Ltd.,Metals & Mining,3.5
hdfc-large-cap-fund-direct-growth,Torrent Power Ltd.,Energy,3.4
hdfc-large-cap-fund-direct-growth,The Ramco Cements Ltd.,Construction,3.4
hdfc-large-cap-fund-direct-growth,Ahluwalia Contracts (India) Ltd.,Construction,3.3
hdfc-large-cap-fund-direct-growth,Tata Steel Ltd.,Metals & Mining,3.3
nippon-india-focused-equity-fund-direct-growth,Reliance Industries Ltd.,Energy,8.6
nippon-india-focused-equity-fund-direct-growth,Bharti Airtel Ltd.,Communication,6.4
nippon-india-focused-equity-fund-direct-growth,Larsen & Toubro Ltd.,Construction,5.6
nippon-india-focused-equity-fund-direct-growth,HDFC Bank Ltd.,Financial,3.8
nippon-india-focused-equity-fund-direct-growth,Shree Cement Ltd.,Construction,3.7
nippon-india-focused-equity-fund-direct-growth,Carborundum Universal Ltd.,Metals & Mining,3.5
nippon-india-focused-equity-fund-direct-growth,Torrent Power Ltd.,Energy,3.4
nippon-india-focused-equity-fund-direct-growth,The Ramco Cements Ltd.,Construction,3.4
nippon-india-focused-equity-fund-direct-growth,Ahluwalia Contracts (India) Ltd.,Construction,3.3
nippon-india-focused-equity-fund-direct-growth,Tata Steel Ltd.,Metals & Mining,3.3
bnp-paribas-dividend-yield-fund-direct-growth,Reliance Industries Ltd.,Energy,8.6
bnp-paribas-dividend-yield-fund-direct-growth,Bharti Airtel Ltd.,Communication,6.4
bnp-paribas-dividend-yield-fund-direct-growth,Larsen & Toubro Ltd.,Construction,5.6
bnp-paribas-dividend-yield-fund-direct-growth,HDFC Bank Ltd.,Financial,3.8
bnp-paribas-dividend-yield-fund-direct-growth,Shree Cement Ltd.,Construction,3.7
bnp-paribas-dividend-yield-fund-direct-growth,Carborundum Universal Ltd.,Metals & Mining,3.5
bnp-paribas-dividend-yield-fund-direct-growth,Torrent Power Ltd.,Energy,3.4
bnp-paribas-dividend-yield-fund-direct-growth,The Ramco Cements Ltd.,Construction,3.4
bnp-paribas-dividend-yield-fund-direct-growth,Ahluwalia Contracts (India) Ltd.,Construction,3.3
bnp-paribas-dividend-yield-fund-direct-growth,Tata Steel Ltd.,Metals & Mining,3.3
tata-mid-cap-growth-fund-direct-growth,Reliance Industries Ltd.,Energy,8.6
tata-mid-cap-growth-fund-direct-growth,Bharti Airtel Ltd.,Communication,6.4
tata-mid-cap-growth-fund-direct-growth,Larsen & Toubro Ltd.,Construction,5.6
tata-mid-cap-growth-fund-direct-growth,HDFC Bank Ltd.,Financial,3.8
tata-mid-cap-growth-fund-direct-growth,Shree Cement Ltd.,Construction,3.7
tata-mid-cap-growth-fund-direct-growth,Carborundum Universal Ltd.,Metals & Mining,3.5
tata-mid-cap-growth-fund-direct-growth,Torrent Power Ltd.,Energy,3.4
tata-mid-cap-growth-fund-direct-growth,The Ramco Cements Ltd.,Construction,3.4
tata-mid-cap-growth-fund-direct-growth,Ahluwalia Contracts (India) Ltd.,Construction,3.3
tata-mid-cap-growth-fund-direct-growth,Tata Steel Ltd.,Metals & Mining,3.3
taurus-discovery-fund-direct-growth,Reliance Industries Ltd.,Energy,8.6
taurus-discovery-fund-direct-growth,Bharti Airtel Ltd.,Communication,6.4
taurus-discovery-fund-direct-growth,Larsen & Toubro Ltd.,Construction,5.6
taurus-discovery-fund-direct-growth,HDFC Bank Ltd.,Financial,3.8
taurus-discovery-fund-direct-growth,Shree Cement Ltd.,Construction,3.7
taurus-discovery-fund-direct-growth,Carborundum Universal Ltd.,Metals & Mining,3.5
taurus-discovery-fund-direct-growth,Torrent Power Ltd.,Energy,3.4
taurus-discovery-fund-direct-growth,The Ramco Cements Ltd.,Construction,3.4
taurus-discovery-fund-direct-growth,Ahluwalia Contracts (India) Ltd.,Construction,3.3
taurus-discovery-fund-direct-growth,Tata Steel Ltd.,Metals & Mining,3.3
franklin-india-prima-plus-direct-growth,Reliance Industries Ltd.,Energy,8.6
franklin-india-prima-plus-direct-growth,Bharti Airtel Ltd.,Communication,6.4
franklin-india-prima-plus-direct-growth,Larsen & Toubro Ltd.,Construction,5.6
franklin-india-prima-plus-direct-growth,HDFC Bank Ltd.,Financial,3.8
franklin-india-prima-plus-direct-growth,Shree Cement Ltd.,Construction,3.7
franklin-india-prima-plus-direct-growth,Carborundum Universal Ltd.,Metals & Mining,3.5
franklin-india-prima-plus-direct-growth,Torrent Power Ltd.,Energy,3.4
franklin-india-prima-plus-direct-growth,The Ramco Cements Ltd.,Construction,3.4
franklin-india-prima-plus-direct-growth,Ahluwalia Contracts (India) Ltd.,Construction,3.3
franklin-india-prima-plus-direct-growth,Tata Steel Ltd.,Metals & Mining,3.3
iifl-focused-equity-growth-fund-direct-growth,HDFC Bank Ltd.,Financial,8.9
iifl-focused-equity-growth-fund-direct-growth,ICICI Bank Ltd.,Financial,8.6
iifl-focused-equity-growth-fund-direct-growth,Infosys Ltd.,Technology,6.1
iifl-focused-equity-growth-fund-direct-growth,Axis Bank Ltd.,Financial,5.0
iifl-focused-equity-growth-fund-direct-growth,Larsen & Toubro Ltd.,Construction,4.8
iifl-focused-equity-growth-fund-direct-growth,Bharti Airtel Ltd.,Communication,4.8
iifl-focused-equity-growth-fund-direct-growth,State Bank of India,Financial,4.7
iifl-focused-equity-growth-fund-direct-growth,Cummins India Ltd.,Capital Goods,3.1
iifl-focused-equity-growth-fund-direct-growth,Tata Motors Ltd.,Automobile,3.0
iifl-focused-equity-growth-fund-direct-growth,APL Apollo Tubes Ltd.,Metals & Mining,2.9
nippon-india-value-fund-direct-growth,HDFC Bank Ltd.,Financial,8.9
nippon-india-value-fund-direct-growth,ICICI Bank Ltd.,Financial,8.6
nippon-india-value-fund-direct-growth,Infosys Ltd.,Technology,6.1
nippon-india-value-fund-direct-growth,Axis Bank Ltd.,Financial,5.0
nippon-india-value-fund-direct-growth,Larsen & Toubro Ltd.,Construction,4.8
nippon-india-value-fund-direct-growth,Bharti Airtel Ltd.,Communication,4.8
nippon-india-value-fund-direct-growth,State Bank of India,Financial,4.7
nippon-india-value-fund-direct-growth,Cummins India Ltd.,Capital Goods,3.1
nippon-india-value-fund-direct-growth,Tata Motors Ltd.,Automobile,3.0
nippon-india-value-fund-direct-growth,APL Apollo Tubes Ltd.,Metals & Mining,2.9
nippon-india-multi-cap-fund-direct-growth,HDFC Bank Ltd.,Financial,8.9
nippon-india-multi-cap-fund-direct-growth,ICICI Bank Ltd.,Financial,8.6
nippon-india-multi-cap-fund-direct-growth,Infosys Ltd.,Technology,6.1
nippon-india-multi-cap-fund-direct-growth,Axis Bank Ltd.,Financial,5.0
nippon-india-multi-cap-fund-direct-growth,Larsen & Toubro Ltd.,Construction,4.8
nippon-india-multi-cap-fund-direct-growth,Bharti Airtel Ltd.,Communication,4.8
nippon-india-multi-cap-fund-direct-growth,State Bank of India,Financial,4.7
nippon-india-multi-cap-fund-direct-growth,Cummins India Ltd.,Capital Goods,3.1
nippon-india-multi-cap-fund-direct-growth,Tata Motors Ltd.,Automobile,3.0
nippon-india-multi-cap-fund-direct-growth,APL Apollo Tubes Ltd.,Metals & Mining,2.9
icici-prudential-bharat-22-fof-direct-growth,HDFC Bank Ltd.,Financial,8.9
icici-prudential-bharat-22-fof-direct-growth,ICICI Bank Ltd.,Financial,8.6
icici-prudential-bharat-22-fof-direct-growth,Infosys Ltd.,Technology,6.1
icici-prudential-bharat-22-fof-direct-growth,Axis Bank Ltd.,Financial,5.0
icici-prudential-bharat-22-fof-direct-growth,Larsen & Toubro Ltd.,Construction,4.8
icici-prudential-bharat-22-fof-direct-growth,Bharti Airtel Ltd.,Communication,4.8
icici-prudential-bharat-22-fof-direct-growth,State Bank of India,Financial,4.7
icici-prudential-bharat-22-fof-direct-growth,Cummins India Ltd.,Capital Goods,3.1
icici-prudential-bharat-22-fof-direct-growth,Tata Motors Ltd.,Automobile,3.0
icici-prudential-bharat-22-fof-direct-growth,APL Apollo Tubes Ltd.,Metals & Mining,2.9
invesco-india-psu-equity-fund-direct-growth,HDFC Bank Ltd.,Financial,8.9
invesco-india-psu-equity-fund-direct-growth,ICICI Bank Ltd.,Financial,8.6
invesco-india-psu-equity-fund-direct-growth,Infosys Ltd.,Technology,6.1
invesco-india-psu-equity-fund-direct-growth,Axis Bank Ltd.,Financial,5.0
invesco-india-psu-equity-fund-direct-growth,Larsen & Toubro Ltd.,Construction,4.8
invesco-india-psu-equity-fund-direct-growth,Bharti Airtel Ltd.,Communication,4.8
invesco-india-psu-equity-fund-direct-growth,State Bank of India,Financial,4.7
invesco-india-psu-equity-fund-direct-growth,Cummins India Ltd.,Capital Goods,3.1
invesco-india-psu-equity-fund-direct-growth,Tata Motors Ltd.,Automobile,3.0
invesco-india-psu-equity-fund-direct-growth,APL Apollo Tubes Ltd.,Metals & Mining,2.9
mahindra-kar-bachat-yojana-direct-growth,HDFC Bank Ltd.,Financial,8.9
mahindra-kar-bachat-yojana-direct-growth,ICICI Bank Ltd.,Financial,8.6
mahindra-kar-bachat-yojana-direct-growth,Infosys Ltd.,Technology,6.1
mahindra-kar-bachat-yojana-direct-growth,Axis Bank Ltd.,Financial,5.0
mahindra-kar-bachat-yojana-direct-growth,Larsen & Toubro Ltd.,Construction,4.8
mahindra-kar-bachat-yojana-direct-growth,Bharti Airtel Ltd.,Communication,4.8
mahindra-kar-bachat-yojana-direct-growth,State Bank of India,Financial,4.7
mahindra-kar-bachat-yojana-direct-growth,Cummins India Ltd.,Capital Goods,3.1
mahindra-kar-bachat-yojana-direct-growth,Tata Motors Ltd.,Automobile,3.0
mahindra-kar-bachat-yojana-direct-growth,APL Apollo Tubes Ltd.,Metals & Mining,2.9
hsbc-value-fund-direct-growth,HDFC Bank Ltd.,Financial,8.9
hsbc-value-fund-direct-growth,ICICI Bank Ltd.,Financial,8.6
hsbc-value-fund-direct-growth,Infosys Ltd.,Technology,6.1
hsbc-value-fund-direct-growth,Axis Bank Ltd.,Financial,5.0
hsbc-value-fund-direct-growth,Larsen & Toubro Ltd.,Construction,4.8
hsbc-value-fund-direct-growth,Bharti Airtel Ltd.,Communication,4.8
hsbc-value-fund-direct-growth,State Bank of India,Financial,4.7
hsbc-value-fund-direct-growth,Cummins India Ltd.,Capital Goods,3.1
hsbc-value-fund-direct-growth,Tata Motors Ltd.,Automobile,3.0
hsbc-value-fund-direct-growth,APL Apollo Tubes Ltd.,Metals & Mining,2.9
mirae-asset-emerging-bluechip-fund-direct-growth,HDFC Bank Ltd.,Financial,8.9
mirae-asset-emerging-bluechip-fund-direct-growth,ICICI Bank Ltd.,Financial,8.6
mirae-asset-emerging-bluechip-fund-direct-growth,Infosys Ltd.,Technology,6.1
mirae-asset-emerging-bluechip-fund-direct-growth,Axis Bank Ltd.,Financial,5.0
mirae-asset-emerging-bluechip-fund-direct-growth,Larsen & Toubro Ltd.,Construction,4.8
mirae-asset-emerging-bluechip-fund-direct-growth,Bharti Airtel Ltd.,Communication,4.8
mirae-asset-emerging-bluechip-fund-direct-growth,State Bank of India,Financial,4.7
mirae-asset-emerging-bluechip-fund-direct-growth,Cummins India Ltd.,Capital Goods,3.1
mirae-asset-emerging-bluechip-fund-direct-growth,Tata Motors Ltd.,Automobile,3.0
mirae-asset-emerging-bluechip-fund-direct-growth,APL Apollo Tubes Ltd.,Metals & Mining,2.9
birla-sun-life-dividend-yield-plus-direct-growth,HDFC Bank Ltd.,Financial,8.9
birla-sun-life-dividend-yield-plus-direct-growth,ICICI Bank Ltd.,Financial,8.6
birla-sun-life-dividend-yield-plus-direct-growth,Infosys Ltd.,Technology,6.1
birla-sun-life-dividend-yield-plus-direct-growth,Axis Bank Ltd.,Financial,5.0
birla-sun-life-dividend-yield-plus-direct-growth,Larsen & Toubro Ltd.,Construction,4.8
birla-sun-life-dividend-yield-plus-direct-growth,Bharti Airtel Ltd.,Communication,4.8
birla-sun-life-dividend-yield-plus-direct-growth,State Bank of India,Financial,4.7
birla-sun-life-dividend-yield-plus-direct-growth,Cummins India Ltd.,Capital Goods,3.1
birla-sun-life-dividend-yield-plus-direct-growth,Tata Motors Ltd.,Automobile,3.0
birla-sun-life-dividend-yield-plus-direct-growth,APL Apollo Tubes Ltd.,Metals & Mining,2.9
dsp-blackrock-equal-nifty-50-fund-direct-growth,HDFC Bank Ltd.,Financial,8.9
dsp-blackrock-equal-nifty-50-fund-direct-growth,ICICI Bank Ltd.,Financial,8.6
dsp-blackrock-equal-nifty-50-fund-direct-growth,Infosys Ltd.,Technology,6.1
dsp-blackrock-equal-nifty-50-fund-direct-growth,Axis Bank Ltd.,Financial,5.0
dsp-blackrock-equal-nifty-50-fund-direct-growth,Larsen & Toubro Ltd.,Construction,4.8
dsp-blackrock-equal-nifty-50-fund-direct-growth,Bharti Airtel Ltd.,Communication,4.8
dsp-blackrock-equal-nifty-50-fund-direct-growth,State Bank of India,Financial,4.7
dsp-blackrock-equal-nifty-50-fund-direct-growth,Cummins India Ltd.,Capital Goods,3.1
dsp-blackrock-equal-nifty-50-fund-direct-growth,Tata Motors Ltd.,Automobile,3.0
dsp-blackrock-equal-nifty-50-fund-direct-growth,APL Apollo Tubes Ltd.,Metals & Mining,2.9
mirae-asset-tax-saver-fund-direct-growth,HDFC Bank Ltd.,Financial,8.9
mirae-asset-tax-saver-fund-direct-growth,ICICI Bank Ltd.,Financial,8.6
mirae-asset-tax-saver-fund-direct-growth,Infosys Ltd.,Technology,6.1
mirae-asset-tax-saver-fund-direct-growth,Axis Bank Ltd.,Financial,5.0
mirae-asset-tax-saver-fund-direct-growth,Larsen & Toubro Ltd.,Construction,4.8
mirae-asset-tax-saver-fund-direct-growth,Bharti Airtel Ltd.,Communication,4.8
mirae-asset-tax-saver-fund-direct-growth,State Bank of India,Financial,4.7
mirae-asset-tax-saver-fund-direct-growth,Cummins India Ltd.,Capital Goods,3.1
mirae-asset-tax-saver-fund-direct-growth,Tata Motors Ltd.,Automobile,3.0
mirae-asset-tax-saver-fund-direct-growth,APL Apollo Tubes Ltd.,Metals & Mining,2.9
axis-midcap-fund-direct-growth,HDFC Bank Ltd.,Financial,8.9
axis-midcap-fund-direct-growth,ICICI Bank Ltd.,Financial,8.6
axis-midcap-fund-direct-growth,Infosys Ltd.,Technology,6.1
axis-midcap-fund-direct-growth,Axis Bank Ltd.,Financial,5.0
axis-midcap-fund-direct-growth,Larsen & Toubro Ltd.,Construction,4.8
axis-midcap-fund-direct-growth,Bharti Airtel Ltd.,Communication,4.8
axis-midcap-fund-direct-growth,State Bank of India,Financial,4.7
axis-midcap-fund-direct-growth,Cummins India Ltd.,Capital Goods,3.1
axis-midcap-fund-direct-growth,Tata Motors Ltd.,Automobile,3.0
axis-midcap-fund-direct-growth,APL Apollo Tubes Ltd.,Metals & Mining,2.9
union-tax-saver-scheme-direct-growth,HDFC Bank Ltd.,Financial,8.9
union-tax-saver-scheme-direct-growth,ICICI Bank Ltd.,Financial,8.6
union-tax-saver-scheme-direct-growth,Infosys Ltd.,Technology,6.1
union-tax-saver-scheme-direct-growth,Axis Bank Ltd.,Financial,5.0
union-tax-saver-scheme-direct-growth,Larsen & Toubro Ltd.,Construction,4.8
union-tax-saver-scheme-direct-growth,Bharti Airtel Ltd.,Communication,4.8
union-tax-saver-scheme-direct-growth,State Bank of India,Financial,4.7
union-tax-saver-scheme-direct-growth,Cummins India Ltd.,Capital Goods,3.1
union-tax-saver-scheme-direct-growth,Tata Motors Ltd.,Automobile,3.0
union-tax-saver-scheme-direct-growth,APL Apollo Tubes Ltd.,Metals & Mining,2.9
canara-robeco-emerging-equities-direct-growth,HDFC Bank Ltd.,Financial,8.9
canara-robeco-emerging-equities-direct-growth,ICICI Bank Ltd.,Financial,8.6
canara-robeco-emerging-equities-direct-growth,Infosys Ltd.,Technology,6.1
canara-robeco-emerging-equities-direct-growth,Axis Bank Ltd.,Financial,5.0
canara-robeco-emerging-equities-direct-growth,Larsen & Toubro Ltd.,Construction,4.8
canara-robeco-emerging-equities-direct-growth,Bharti Airtel Ltd.,Communication,4.8
canara-robeco-emerging-equities-direct-growth,State Bank of India,Financial,4.7
canara-robeco-emerging-equities-direct-growth,Cummins India Ltd.,Capital Goods,3.1
canara-robeco-emerging-equities-direct-growth,Tata Motors Ltd.,Automobile,3.0
canara-robeco-emerging-equities-direct-growth,APL Apollo Tubes Ltd.,Metals & Mining,2.9
mahindra-hybrid-equity-nivesh-yojana-direct-growth,HDFC Bank Ltd.,Financial,8.9
mahindra-hybrid-equity-nivesh-yojana-direct-growth,ICICI Bank Ltd.,Financial,8.6
mahindra-hybrid-equity-nivesh-yojana-direct-growth,Infosys Ltd.,Technology,6.1
mahindra-hybrid-equity-nivesh-yojana-direct-growth,Axis Bank Ltd.,Financial,5.0
mahindra-hybrid-equity-nivesh-yojana-direct-growth,Larsen & Toubro Ltd.,Construction,4.8
mahindra-hybrid-equity-nivesh-yojana-direct-growth,Bharti Airtel Ltd.,Communication,4.8
mahindra-hybrid-equity-nivesh-yojana-direct-growth,State Bank of India,Financial,4.7
mahindra-hybrid-equity-nivesh-yojana-direct-growth,Cummins India Ltd.,Capital Goods,3.1
mahindra-hybrid-equity-nivesh-yojana-direct-growth,Tata Motors Ltd.,Automobile,3.0
mahindra-hybrid-equity-nivesh-yojana-direct-growth,APL Apollo Tubes Ltd.,Metals & Mining,2.9
